source,title,description,text,label
CoinTelegraph,Will BTC ditch the bear market? 5 things to know in Bitcoin this week,Bitcoin price is gearing up for a key monthly close that could see it dump its 2022 bear market for good.,Source: CoinTelegraph Title: Will BTC ditch the bear market? 5 things to know in Bitcoin this week Description: Bitcoin price is gearing up for a key monthly close that could see it dump its 2022 bear market for good.,0
CoinTelegraph,How to buy NFTs without owning crypto,Buying NFTs without crypto can be challenging. Explore payment options offered by marketplaces or use third-party services.,Source: CoinTelegraph Title: How to buy NFTs without owning crypto Description: Buying NFTs without crypto can be challenging. Explore payment options offered by marketplaces or use third-party services.,0
CryptoPotato,Terra’s Do Kwon to Appeal His Arrest Extension (Report),Kwon's attorneys will seek to reduce the 30-day detention extention period ruled by the Montenegrin authorities.,Source: CryptoPotato Title: Terra’s Do Kwon to Appeal His Arrest Extension (Report) Description: Kwon's attorneys will seek to reduce the 30-day detention extention period ruled by the Montenegrin authorities.,0
CryptoNews,Bitcoin Price and Ethereum Prediction: A Packed Week Ahead - Potential Breakout Catalysts for BTC and ETH,"Bitcoin (BTC), the world's largest cryptocurrency, has gained popularity and experienced a spike in recent days, hitting over $28,000, a 22 percent increase this month and a 65 percent increase since the beginning of the year. Meanwhile, Ethereum (ETH), the second largest cryptocurrency, has been strongly bid around the $1,750 mark.","Source: CryptoNews Title: Bitcoin Price and Ethereum Prediction: A Packed Week Ahead - Potential Breakout Catalysts for BTC and ETH Description: Bitcoin (BTC), the world's largest cryptocurrency, has gained popularity and experienced a spike in recent days, hitting over $28,000, a 22 percent increase this month and a 65 percent increase since the beginning of the year. Meanwhile, Ethereum (ETH), the second largest cryptocurrency, has been strongly bid around the $1,750 mark.",1
CryptoPotato,Arbitrum TVL Soars 22% Weekly Following Much Anticipated ARB Airdrop,The total value locked in Arbitrum is soaring following the distribution of its much-anticipated ARB airdrop.,Source: CryptoPotato Title: Arbitrum TVL Soars 22% Weekly Following Much Anticipated ARB Airdrop Description: The total value locked in Arbitrum is soaring following the distribution of its much-anticipated ARB airdrop.,1
CoinTelegraph,"$4M 'exit scam' suspected as Kokomo Finance flies off radar, token plunges","Kokomo Finance's social media presence and websites are offline, while the price of the KOKO token fell more than 95% within a matter of minutes.","Source: CoinTelegraph Title: $4M 'exit scam' suspected as Kokomo Finance flies off radar, token plunges Description: Kokomo Finance's social media presence and websites are offline, while the price of the KOKO token fell more than 95% within a matter of minutes.",1
CoinTelegraph,"Minecraft, GTA may change their tune on blockchain yet: GameFi execs",It could all be sparked with just one Web3 success story.,"Source: CoinTelegraph Title: Minecraft, GTA may change their tune on blockchain yet: GameFi execs Description: It could all be sparked with just one Web3 success story.",0
CoinTelegraph,Coinbase wants devs to build inflation-pegged 'flatcoins' on its new 'Base' network,Coinbase explained that it is now “more important than ever” to build an inflation-tracking stablecoin that negates poor monetary policy decisions of central banks.,Source: CoinTelegraph Title: Coinbase wants devs to build inflation-pegged 'flatcoins' on its new 'Base' network Description: Coinbase explained that it is now “more important than ever” to build an inflation-tracking stablecoin that negates poor monetary policy decisions of central banks.,0
CoinTelegraph,"XRP, LTC, XMR and AVAX show bullish signs as Bitcoin battles to hold $28K","Bitcoin price is making another run at $28,000 and this is luring altcoin traders into XRP, LTC, XMR and AVAX positions.","Source: CoinTelegraph Title: XRP, LTC, XMR and AVAX show bullish signs as Bitcoin battles to hold $28K Description: Bitcoin price is making another run at $28,000 and this is luring altcoin traders into XRP, LTC, XMR and AVAX positions.",1
CryptoPotato,Every Third US Crypto Investor Was a Victim of Theft: Kaspersky Report,"Kaspersky urged people to be more careful when storing their passwords, adding that 14% of investors have not made any efforts to do so.","Source: CryptoPotato Title: Every Third US Crypto Investor Was a Victim of Theft: Kaspersky Report Description: Kaspersky urged people to be more careful when storing their passwords, adding that 14% of investors have not made any efforts to do so.",0
CoinTelegraph,Community-driven crypto projects still thriving despite headwinds,"Community engagement has always been a key aspect of crypto, and it's proving its value during bear markets.","Source: CoinTelegraph Title: Community-driven crypto projects still thriving despite headwinds Description: Community engagement has always been a key aspect of crypto, and it's proving its value during bear markets.",0
CoinTelegraph,Bitcoin is 1 week away from 'confirming' new bull market — analyst,"BTC price action is copying historical patterns to deliver a classic Bitcoin bull market comeback, says Rekt Capital.","Source: CoinTelegraph Title: Bitcoin is 1 week away from 'confirming' new bull market — analyst Description: BTC price action is copying historical patterns to deliver a classic Bitcoin bull market comeback, says Rekt Capital.",0
CryptoPotato,Mumbai Woman Loses $30K in Crypto Scam to Man She Met on Matrimonial Site: Report,The ‘US-based engineer’ and prospective husband stopped communicating when she tried to withdraw her money.,Source: CryptoPotato Title: Mumbai Woman Loses $30K in Crypto Scam to Man She Met on Matrimonial Site: Report Description: The ‘US-based engineer’ and prospective husband stopped communicating when she tried to withdraw her money.,0
CoinTelegraph,How does the economy work?,The economy is a system of producing and exchanging goods and services in a society.,Source: CoinTelegraph Title: How does the economy work? Description: The economy is a system of producing and exchanging goods and services in a society.,0
CryptoPotato,EUL Jumps 35% as Euler Finance Hacker Returns Another $100M Worth of Ethereum,"The hacker made two transactions, and the total value exceeds $100 million worth of ETH. ","Source: CryptoPotato Title: EUL Jumps 35% as Euler Finance Hacker Returns Another $100M Worth of Ethereum Description: The hacker made two transactions, and the total value exceeds $100 million worth of ETH. ",1
CryptoNews,Euler Finance Hacker Returns $100 Million in Surprising Act \x93 Here's What Happened,"In a remarkable development, the Euler Finance exploiter has returned a huge portion of the $200 million stolen funds to the protocol.","Source: CryptoNews Title: Euler Finance Hacker Returns $100 Million in Surprising Act \x93 Here's What Happened Description: In a remarkable development, the Euler Finance exploiter has returned a huge portion of the $200 million stolen funds to the protocol.",1
CoinTelegraph,Tim Draper recommends founders hold 'at least' two payrolls 'worth of cash' in crypto,American venture capital investor Tim Draper warned business founders to prepare for 'more and more' bank failures if the government continues to 'print money and whipsaw interest rates.',Source: CoinTelegraph Title: Tim Draper recommends founders hold 'at least' two payrolls 'worth of cash' in crypto Description: American venture capital investor Tim Draper warned business founders to prepare for 'more and more' bank failures if the government continues to 'print money and whipsaw interest rates.',1
CryptoPotato,Animoca Brands Slashes Target of Metaverse Fund by 20%: Report,This is the second time Animoca Brands cut the target size of its metaverse fund twice.,Source: CryptoPotato Title: Animoca Brands Slashes Target of Metaverse Fund by 20%: Report Description: This is the second time Animoca Brands cut the target size of its metaverse fund twice.,0
CryptoPotato,India to Have Over 150 Million Crypto Users by the End of 2023? (Study),India's crypto adoption rate could surpass that of the US and the UK by the year's end.,Source: CryptoPotato Title: India to Have Over 150 Million Crypto Users by the End of 2023? (Study) Description: India's crypto adoption rate could surpass that of the US and the UK by the year's end.,1
CryptoNews,"Bitcoin Bears Eye Possible Pullback to This Key Support Area, But Longer-term BTC Price Outlook Remains Strong","Though technicals suggest a short-term drop is possible, these key tailwinds should encourage continued dip-buying in the months ahead.","Source: CryptoNews Title: Bitcoin Bears Eye Possible Pullback to This Key Support Area, But Longer-term BTC Price Outlook Remains Strong Description: Though technicals suggest a short-term drop is possible, these key tailwinds should encourage continued dip-buying in the months ahead.",0
CryptoPotato,"Hindenburg Drops Astonishing Details on Jack Dorsey’s Block, Payment Firm Fires Back",Jack Dorsey's payments firm Block Inc has become the latest target of Hindenburg Research.,"Source: CryptoPotato Title: Hindenburg Drops Astonishing Details on Jack Dorsey’s Block, Payment Firm Fires Back Description: Jack Dorsey's payments firm Block Inc has become the latest target of Hindenburg Research.",1
CryptoNews,Bitcoin Price Prediction As $20 Billion Trading Volume Comes In \x93 Where Is BTC Heading This Weekend?,"As Bitcoin's price continues to fluctuate, with new highs and lows being reached on a regular basis, investors and traders are keeping a close eye on the market to try and predict where the price of BTC might be headed next. \n\nRecently, a $20 billion trading volume has come into play, adding to the speculation about what the future might hold for Bitcoin.","Source: CryptoNews Title: Bitcoin Price Prediction As $20 Billion Trading Volume Comes In \x93 Where Is BTC Heading This Weekend? Description: As Bitcoin's price continues to fluctuate, with new highs and lows being reached on a regular basis, investors and traders are keeping a close eye on the market to try and predict where the price of BTC might be headed next. \n\nRecently, a $20 billion trading volume has come into play, adding to the speculation about what the future might hold for Bitcoin.",1
